run_id,missing_rate,prompt_style,trial,model,cleaning_action_sales_gbp,total_features_created,has_lag_52,top_feature_ranked,downstream_rmse,proposed_features_list,top_3_features_list,status
189,0.13,concise,9,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1732.2,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_8', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
190,0.13,concise,10,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1728.89,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_13_mean', 'rolling_4_std']",success
191,0.13,reordered,1,anthropic/claude-3.5-sonnet,drop_rows,17,True,rolling_13_mean,1801.64,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_13_mean', 'rolling_4_std']","['rolling_13_mean', 'rolling_4_std', 'lag_1']",success
192,0.13,reordered,2,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1767.74,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_13_mean']",success
193,0.13,reordered,3,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1655.34,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
194,0.13,reordered,4,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1499.02,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
195,0.13,reordered,5,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,2091.09,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_13_mean', 'rolling_4_std']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
196,0.13,reordered,6,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1967.99,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
197,0.13,reordered,7,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,2086.56,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_std']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
198,0.13,reordered,8,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1881.1,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
199,0.13,reordered,9,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1775.67,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_std']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
200,0.13,reordered,10,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1728.89,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_13_mean', 'rolling_4_std']",success
201,0.16,baseline,1,anthropic/claude-3.5-sonnet,drop_rows,18,True,rolling_52_mean,1625.48,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_52_mean']","['rolling_52_mean', 'lag_4', 'rolling_13_mean']",success
202,0.16,baseline,2,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1763.41,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'lag_4', 'rolling_13_mean']",success
203,0.16,baseline,3,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1726.44,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_std']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
204,0.16,baseline,4,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1388.81,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_13_mean', 'rolling_4_mean']",success
205,0.16,baseline,5,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,2000.46,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_std']","['lag_1', 'rolling_4_std', 'lag_4']",success
206,0.16,baseline,6,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1954.01,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_52_mean']","['lag_1', 'rolling_52_mean', 'rolling_4_mean']",success
207,0.16,baseline,7,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1861.69,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
208,0.16,baseline,8,anthropic/claude-3.5-sonnet,drop_rows,18,True,rolling_52_mean,2091.68,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_52_mean']","['rolling_52_mean', 'lag_1', 'rolling_13_mean']",success
209,0.16,baseline,9,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1626.84,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_std']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
210,0.16,baseline,10,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1911.83,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_52_mean']","['lag_1', 'rolling_13_mean', 'rolling_52_mean']",success
211,0.16,verbose,1,anthropic/claude-3.5-sonnet,drop_rows,18,True,rolling_13_max,1567.68,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_max']","['rolling_13_max', 'lag_4', 'rolling_4_std']",success
212,0.16,verbose,2,anthropic/claude-3.5-sonnet,drop_rows,16,True,lag_1,1739.26,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean', 'rolling_4_std']","['lag_1', 'rolling_13_mean', 'lag_4']",success
213,0.16,verbose,3,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1631.98,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_8', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
214,0.16,verbose,4,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1414.26,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_max']","['lag_1', 'rolling_4_mean', 'lag_4']",success
215,0.16,verbose,5,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,2083.91,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'lag_4', 'rolling_4_std']",success
216,0.16,verbose,6,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1918.98,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_13_mean', 'rolling_4_mean']",success
217,0.16,verbose,7,anthropic/claude-3.5-sonnet,drop_rows,19,True,rolling_4_mean,1980.43,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_8', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['rolling_4_mean', 'lag_1', 'rolling_4_std']",success
218,0.16,verbose,8,anthropic/claude-3.5-sonnet,drop_rows,16,True,lag_1,2068.96,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_13_mean', 'rolling_4_std']",success
219,0.16,verbose,9,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1626.84,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_max']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
220,0.16,verbose,10,anthropic/claude-3.5-sonnet,drop_rows,18,True,rolling_13_mean,1794.56,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['rolling_13_mean', 'lag_1', 'lag_4']",success
221,0.16,concise,1,anthropic/claude-3.5-sonnet,drop_rows,18,True,rolling_52_mean,1625.48,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_52_mean']","['rolling_52_mean', 'lag_4', 'rolling_13_mean']",success
222,0.16,concise,2,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1763.41,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'lag_4', 'rolling_13_mean']",success
223,0.16,concise,3,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1684.82,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
224,0.16,concise,4,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1414.26,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_std']","['lag_1', 'rolling_4_mean', 'lag_4']",success
225,0.16,concise,5,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,2074.04,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_8', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_std', 'lag_4']",success
226,0.16,concise,6,anthropic/claude-3.5-sonnet,drop_rows,16,True,lag_1,1827.93,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_13_mean', 'rolling_4_mean']",success
227,0.16,concise,7,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1890.1,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_52_mean']","['lag_1', 'rolling_52_mean', 'rolling_4_std']",success
228,0.16,concise,8,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1980.07,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_8', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_13_mean', 'rolling_4_std']",success
229,0.16,concise,9,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1711.01,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_8', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
230,0.16,concise,10,anthropic/claude-3.5-sonnet,drop_rows,16,True,rolling_13_mean,1870.54,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean', 'rolling_4_std']","['rolling_13_mean', 'lag_1', 'rolling_4_std']",success
231,0.16,reordered,1,anthropic/claude-3.5-sonnet,drop_rows,18,True,rolling_52_mean,1625.48,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_52_mean']","['rolling_52_mean', 'lag_4', 'rolling_13_mean']",success
232,0.16,reordered,2,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1763.41,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'lag_4', 'rolling_13_mean']",success
233,0.16,reordered,3,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1684.82,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
234,0.16,reordered,4,anthropic/claude-3.5-sonnet,drop_rows,18,True,rolling_52_mean,1398.58,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_52_mean']","['rolling_52_mean', 'lag_1', 'lag_4']",success
235,0.16,reordered,5,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1921.16,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_std', 'lag_4']",success
236,0.16,reordered,6,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1934.01,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_13_mean', 'rolling_4_std']",success
237,0.16,reordered,7,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1861.69,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
238,0.16,reordered,8,anthropic/claude-3.5-sonnet,drop_rows,17,True,rolling_13_mean,2076.4,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_13_mean', 'rolling_4_std']","['rolling_13_mean', 'lag_1', 'rolling_4_std']",success
239,0.16,reordered,9,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1626.84,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_std']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
240,0.16,reordered,10,anthropic/claude-3.5-sonnet,drop_rows,17,True,rolling_13_mean,1806.77,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_13_mean', 'rolling_4_std']","['rolling_13_mean', 'lag_1', 'rolling_4_std']",success
241,0.19,baseline,1,anthropic/claude-3.5-sonnet,drop_rows,18,True,rolling_13_mean,1968.41,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['rolling_13_mean', 'lag_4', 'rolling_4_std']",success
242,0.19,baseline,2,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1940.24,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_std']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
243,0.19,baseline,3,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1641.31,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_std']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
244,0.19,baseline,4,anthropic/claude-3.5-sonnet,drop_rows,17,True,rolling_4_std,1429.87,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['rolling_4_std', 'rolling_4_mean', 'rolling_13_mean']",success
245,0.19,baseline,5,anthropic/claude-3.5-sonnet,drop_rows,18,True,rolling_13_mean,1977.24,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['rolling_13_mean', 'lag_1', 'lag_4']",success
246,0.19,baseline,6,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1514.15,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_13_mean', 'lag_4']",success
247,0.19,baseline,7,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1756.84,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_13_mean', 'rolling_4_std']",success
248,0.19,baseline,8,anthropic/claude-3.5-sonnet,drop_rows,17,True,rolling_13_mean,1841.78,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['rolling_13_mean', 'lag_1', 'rolling_4_std']",success
249,0.19,baseline,9,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1523.68,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
250,0.19,baseline,10,anthropic/claude-3.5-sonnet,drop_rows,17,True,rolling_13_mean,1819.66,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['rolling_13_mean', 'rolling_4_std', 'rolling_4_mean']",success
